,User,Text,Date,Favorites,Retweets,Mentions,Hashtags,Geolocation,user_split,user_text,target,location
608,iembot_mpx,"At 10:00 PM, Waseca [Waseca Co, MN] TRAINED SPOTTER reports FLASH FLOOD #MPX http://mesonet.agron.iastate.edu/lsr/#MPX/201609220300/201609220300",2016-09-22 03:22:04+00:00,0,0,,#MPX,,iembot mpx,"iembot mpx At 10:00 PM, Waseca [Waseca Co, MN] TRAINED SPOTTER reports FLASH FLOOD #MPX http://mesonet.agron.iastate.edu/lsr/#MPX/201609220300/201609220300",1,IA
609,iembot_mpx,"At 10:15 PM, 2 N Fridley [Anoka Co, MN] TRAINED SPOTTER reports FLASH FLOOD #MPX http://mesonet.agron.iastate.edu/lsr/#MPX/201609220315/201609220315",2016-09-22 03:20:17+00:00,0,0,,#MPX,,iembot mpx,"iembot mpx At 10:15 PM, 2 N Fridley [Anoka Co, MN] TRAINED SPOTTER reports FLASH FLOOD #MPX http://mesonet.agron.iastate.edu/lsr/#MPX/201609220315/201609220315",1,IA
610,NWSTwinCities," Move to higher ground! Flash Flood Warning including Owatonna MN, Faribault MN, Waseca MN until 2:00 AM CDT ",2016-09-22 03:08:24+00:00,6,2,,,,NWSTwinCities,"NWSTwinCities  Move to higher ground! Flash Flood Warning including Owatonna MN, Faribault MN, Waseca MN until 2:00 AM CDT ",1,IA
611,WeatherByBrian,"St Paul, MN: Weather alert: Flash Flood Warning for Ramsey, MN until Thu, Sep 22 at 03:45:00 CDT. https://alerts.weather.gov/cap/wwacapget.php?x=MN125614987DB8.FlashFloodWarning.125614996494MN.MPXFFWMPX.6bab5b4f8f9c7eb424e656ec7b3c1810",2016-09-22 02:58:50+00:00,0,0,,,,WeatherByBrian,"WeatherByBrian St Paul, MN: Weather alert: Flash Flood Warning for Ramsey, MN until Thu, Sep 22 at 03:45:00 CDT. https://alerts.weather.gov/cap/wwacapget.php?x=MN125614987DB8.FlashFloodWarning.125614996494MN.MPXFFWMPX.6bab5b4f8f9c7eb424e656ec7b3c1810",1,IA
612,NWSTwinCities, Move to higher ground! Flash Flood Warning continues for Brooklyn Park MN until 3:45 AM CDT ,2016-09-22 02:54:40+00:00,11,9,,,,NWSTwinCities,NWSTwinCities  Move to higher ground! Flash Flood Warning continues for Brooklyn Park MN until 3:45 AM CDT ,1,IA
613,ConnorFitzpatr4,"When it floods, go swimming @Ashville Park https://www.instagram.com/p/BKpGNNWBUdL/",2016-09-22 02:53:20+00:00,0,1,,,,ConnorFitzpatr4,"ConnorFitzpatr4 When it floods, go swimming @Ashville Park https://www.instagram.com/p/BKpGNNWBUdL/",1,IA
614,iembot_mpx,"At 9:48 PM, 1 ESE Osseo [Hennepin Co, MN] EMERGENCY MNGR reports FLASH FLOOD #MPX http://mesonet.agron.iastate.edu/lsr/#MPX/201609220248/201609220248",2016-09-22 02:51:30+00:00,0,0,,#MPX,,iembot mpx,"iembot mpx At 9:48 PM, 1 ESE Osseo [Hennepin Co, MN] EMERGENCY MNGR reports FLASH FLOOD #MPX http://mesonet.agron.iastate.edu/lsr/#MPX/201609220248/201609220248",1,IA
615,poohbearhln,"Flood prep (@RERC Waverly in Waverly, IA) https://www.swarmapp.com/c/fYNP2XzxH5E",2016-09-22 02:51:12+00:00,0,0,,,,poohbearhln,"poohbearhln Flood prep (@RERC Waverly in Waverly, IA) https://www.swarmapp.com/c/fYNP2XzxH5E",1,IA
616,iembot_grb,"At 9:45 PM, 5 SW Marshfield [Wood Co, WI] LAW ENFORCEMENT reports FLASH FLOOD #GRB http://mesonet.agron.iastate.edu/lsr/#GRB/201609220245/201609220245",2016-09-22 02:47:18+00:00,0,0,,#GRB,,iembot grb,"iembot grb At 9:45 PM, 5 SW Marshfield [Wood Co, WI] LAW ENFORCEMENT reports FLASH FLOOD #GRB http://mesonet.agron.iastate.edu/lsr/#GRB/201609220245/201609220245",1,IA
617,NWSDesMoines," Move to higher ground! Flash Flood Warning including Waverly IA, Sumner IA, Tripoli IA until 3:00 AM CDT ",2016-09-22 01:55:12+00:00,3,1,,,,NWSDesMoines,"NWSDesMoines  Move to higher ground! Flash Flood Warning including Waverly IA, Sumner IA, Tripoli IA until 3:00 AM CDT ",1,IA
618,iembot_dmx,"At 6:30 PM, 5 S Manly [Cerro Gordo Co, IA] TRAINED SPOTTER reports FLASH FLOOD #DMX http://mesonet.agron.iastate.edu/lsr/#DMX/201609212330/201609212330",2016-09-22 01:52:52+00:00,0,0,,#DMX,,iembot dmx,"iembot dmx At 6:30 PM, 5 S Manly [Cerro Gordo Co, IA] TRAINED SPOTTER reports FLASH FLOOD #DMX http://mesonet.agron.iastate.edu/lsr/#DMX/201609212330/201609212330",1,IA
619,iembot_mpx,"At 8:49 PM, 2 NNE Brooklyn Park [Hennepin Co, MN] TRAINED SPOTTER reports FLASH FLOOD #MPX http://mesonet.agron.iastate.edu/lsr/#MPX/201609220149/201609220149",2016-09-22 01:52:38+00:00,0,0,,#MPX,,iembot mpx,"iembot mpx At 8:49 PM, 2 NNE Brooklyn Park [Hennepin Co, MN] TRAINED SPOTTER reports FLASH FLOOD #MPX http://mesonet.agron.iastate.edu/lsr/#MPX/201609220149/201609220149",1,IA
620,meenanew,"The beginning of #flood #storm in #Minneapolis @Minneapolis, Minnesota https://www.instagram.com/p/BKo9IHhDsJA/",2016-09-22 01:33:58+00:00,0,0,,#flood #storm #Minneapolis,,meenanew,"meenanew The beginning of #flood #storm in #Minneapolis @Minneapolis, Minnesota https://www.instagram.com/p/BKo9IHhDsJA/",1,IA
621,WeatherByBrian,"St Paul, MN: Oh goody, a weather alert! Flash Flood Warning for Ramsey, MN until Wed, Sep 21 at 23:30:00 CDT. https://alerts.weather.gov/cap/wwacapget.php?x=MN125614984AF0.FlashFloodWarning.12561498C278MN.MPXFFWMPX.7f1f599019c9e6eef329eeb2aa64f947",2016-09-22 01:31:37+00:00,0,0,,,,WeatherByBrian,"WeatherByBrian St Paul, MN: Oh goody, a weather alert! Flash Flood Warning for Ramsey, MN until Wed, Sep 21 at 23:30:00 CDT. https://alerts.weather.gov/cap/wwacapget.php?x=MN125614984AF0.FlashFloodWarning.12561498C278MN.MPXFFWMPX.7f1f599019c9e6eef329eeb2aa64f947",1,IA
622,iembot_mpx,"At 8:27 PM, 7 S Cadott [Eau Claire Co, WI] LAW ENFORCEMENT reports FLASH FLOOD #MPX http://mesonet.agron.iastate.edu/lsr/#MPX/201609220127/201609220127",2016-09-22 01:28:28+00:00,0,0,,#MPX,,iembot mpx,"iembot mpx At 8:27 PM, 7 S Cadott [Eau Claire Co, WI] LAW ENFORCEMENT reports FLASH FLOOD #MPX http://mesonet.agron.iastate.edu/lsr/#MPX/201609220127/201609220127",1,IA
623,CharlotteCP,Picture outside Omni Hotel. Apparently people protesting tried to flood lobby. Tear gas used in the area. WSOCTV http://toplocalnow.com/us/charlotte,2016-09-22 01:25:08+00:00,0,0,,,,CharlotteCP,CharlotteCP Picture outside Omni Hotel. Apparently people protesting tried to flood lobby. Tear gas used in the area. WSOCTV http://toplocalnow.com/us/charlotte,1,IA
624,BrianMitchL,Just got a carrier alert for a flash flood warning.,2016-09-22 01:25:08+00:00,0,1,,,,BrianMitchL,BrianMitchL Just got a carrier alert for a flash flood warning.,1,IA
625,NWSTwinCities, Move to higher ground! Flash Flood Warning including Minneapolis MN and Saint Paul MN until 11:30 PM CDT ,2016-09-22 01:24:31+00:00,52,20,,,,NWSTwinCities,NWSTwinCities  Move to higher ground! Flash Flood Warning including Minneapolis MN and Saint Paul MN until 11:30 PM CDT ,1,IA
626,iembot_mpx,"At 8:00 PM, 3 NNE Altoona [Eau Claire Co, WI] LAW ENFORCEMENT reports FLASH FLOOD #MPX http://mesonet.agron.iastate.edu/lsr/#MPX/201609220100/201609220100",2016-09-22 01:21:40+00:00,0,0,,#MPX,,iembot mpx,"iembot mpx At 8:00 PM, 3 NNE Altoona [Eau Claire Co, WI] LAW ENFORCEMENT reports FLASH FLOOD #MPX http://mesonet.agron.iastate.edu/lsr/#MPX/201609220100/201609220100",1,IA
627,iembot_dmx,"At 8:15 PM, 1 ENE Mason City [Cerro Gordo Co, IA] LAW ENFORCEMENT reports FLASH FLOOD #DMX http://mesonet.agron.iastate.edu/lsr/#DMX/201609220115/201609220115",2016-09-22 01:21:40+00:00,0,0,,#DMX,,iembot dmx,"iembot dmx At 8:15 PM, 1 ENE Mason City [Cerro Gordo Co, IA] LAW ENFORCEMENT reports FLASH FLOOD #DMX http://mesonet.agron.iastate.edu/lsr/#DMX/201609220115/201609220115",1,IA
628,iembot_arx,"At 8:15 PM, Greenwood [Clark Co, WI] LAW ENFORCEMENT reports FLASH FLOOD #ARX http://mesonet.agron.iastate.edu/lsr/#ARX/201609220115/201609220115",2016-09-22 01:19:24+00:00,0,0,,#ARX,,iembot arx,"iembot arx At 8:15 PM, Greenwood [Clark Co, WI] LAW ENFORCEMENT reports FLASH FLOOD #ARX http://mesonet.agron.iastate.edu/lsr/#ARX/201609220115/201609220115",1,IA
629,spotternetwork,"Spotr 1 miles N of FRIDLEY, MN @01:06 UTC Flood&gt;-Severe flooding at University Avenue and 73rd Avenue. 3 feet of water rushing over roadw",2016-09-22 01:07:57+00:00,2,0,,,,spotternetwork,"spotternetwork Spotr 1 miles N of FRIDLEY, MN @01:06 UTC Flood&gt;-Severe flooding at University Avenue and 73rd Avenue. 3 feet of water rushing over roadw",1,IA
630,iembot_arx,"At 8:00 PM, Marble Rock [Floyd Co, IA] FIRE DEPT/RESCUE reports FLASH FLOOD #ARX http://mesonet.agron.iastate.edu/lsr/#ARX/201609220100/201609220100",2016-09-22 01:04:20+00:00,0,0,,#ARX,,iembot arx,"iembot arx At 8:00 PM, Marble Rock [Floyd Co, IA] FIRE DEPT/RESCUE reports FLASH FLOOD #ARX http://mesonet.agron.iastate.edu/lsr/#ARX/201609220100/201609220100",1,IA
631,iembot_mpx,"At 7:49 PM, 3 SE Coon Rapids [Anoka Co, MN] LAW ENFORCEMENT reports FLASH FLOOD #MPX http://mesonet.agron.iastate.edu/lsr/#MPX/201609220049/201609220049",2016-09-22 00:50:30+00:00,0,0,,#MPX,,iembot mpx,"iembot mpx At 7:49 PM, 3 SE Coon Rapids [Anoka Co, MN] LAW ENFORCEMENT reports FLASH FLOOD #MPX http://mesonet.agron.iastate.edu/lsr/#MPX/201609220049/201609220049",1,IA
632,NWSTwinCities, Move to higher ground! Flash Flood Warning including Menomonee WI and Hudson WI until 11:30 PM CDT ,2016-09-22 00:37:03+00:00,2,1,,,,NWSTwinCities,NWSTwinCities  Move to higher ground! Flash Flood Warning including Menomonee WI and Hudson WI until 11:30 PM CDT ,1,IA
633,iembot_arx,"At 7:30 PM, Rudd [Floyd Co, IA] PUBLIC reports FLASH FLOOD #ARX http://mesonet.agron.iastate.edu/lsr/#ARX/201609220030/201609220030",2016-09-22 00:34:42+00:00,0,0,,#ARX,,iembot arx,"iembot arx At 7:30 PM, Rudd [Floyd Co, IA] PUBLIC reports FLASH FLOOD #ARX http://mesonet.agron.iastate.edu/lsr/#ARX/201609220030/201609220030",1,IA
634,NWSTwinCities, Move to higher ground! Flash Flood Warning including Eau Claire WI and Chippewa Falls WI until 11:15 PM CDT ,2016-09-22 00:12:47+00:00,1,1,,,,NWSTwinCities,NWSTwinCities  Move to higher ground! Flash Flood Warning including Eau Claire WI and Chippewa Falls WI until 11:15 PM CDT ,1,IA
635,NWSDesMoines, Move to higher ground! Flash Flood Warning including Clarksville IA and Greene IA until 1:00 AM CDT ,2016-09-21 23:58:36+00:00,1,2,,,,NWSDesMoines,NWSDesMoines  Move to higher ground! Flash Flood Warning including Clarksville IA and Greene IA until 1:00 AM CDT ,1,IA
636,WeatherByBrian,"St Paul, MN: It's official now! Flash Flood Warning for Ramsey, MN until Wed, Sep 21 at 22:45:00 CDT. https://alerts.weather.gov/cap/wwacapget.php?x=MN1256148C6E38.FlashFloodWarning.12561498A144MN.MPXFFWMPX.6bab5b4f8f9c7eb424e656ec7b3c1810",2016-09-21 23:55:25+00:00,0,0,,,,WeatherByBrian,"WeatherByBrian St Paul, MN: It's official now! Flash Flood Warning for Ramsey, MN until Wed, Sep 21 at 22:45:00 CDT. https://alerts.weather.gov/cap/wwacapget.php?x=MN1256148C6E38.FlashFloodWarning.12561498A144MN.MPXFFWMPX.6bab5b4f8f9c7eb424e656ec7b3c1810",1,IA
637,herbrechtsmeyer,"Tornadoes and floods forced my family to invade my man cave. Ergo, ... (Jaded Little Pale) http://untp.beer/s/c362864034 #photo",2016-09-21 23:52:45+00:00,0,0,,#photo,,herbrechtsmeyer,"herbrechtsmeyer Tornadoes and floods forced my family to invade my man cave. Ergo, ... (Jaded Little Pale) http://untp.beer/s/c362864034 #photo",1,IA
638,NWSTwinCities, Move to higher ground! Flash Flood Warning including Brooklyn Park MN and Maple Grove MN until 10:45 PM CDT ,2016-09-21 23:50:50+00:00,17,2,,,,NWSTwinCities,NWSTwinCities  Move to higher ground! Flash Flood Warning including Brooklyn Park MN and Maple Grove MN until 10:45 PM CDT ,1,IA
639,NWSDesMoines, Move to higher ground! Flash Flood Warning including Mason City IA and Manly IA until 12:30 AM CDT ,2016-09-21 23:33:26+00:00,3,2,,,,NWSDesMoines,NWSDesMoines  Move to higher ground! Flash Flood Warning including Mason City IA and Manly IA until 12:30 AM CDT ,1,IA
640,lalalaur3n,LOVING our flood day! Extra time with my girls is perfect @… https://www.instagram.com/p/BKokvkqDGKISij9iDGnnAxjccC5D8IHFo82Cqc0/,2016-09-21 22:00:54+00:00,0,0,,,,lalalaur3n,lalalaur3n LOVING our flood day! Extra time with my girls is perfect @… https://www.instagram.com/p/BKokvkqDGKISij9iDGnnAxjccC5D8IHFo82Cqc0/,1,IA
641,NWSDesMoines, Move to higher ground! Flash Flood Warning including Rockwell IA and Dougherty IA until 10:45 PM CDT ,2016-09-21 21:50:55+00:00,0,1,,,,NWSDesMoines,NWSDesMoines  Move to higher ground! Flash Flood Warning including Rockwell IA and Dougherty IA until 10:45 PM CDT ,1,IA
642,dbrpro,"Flood season #thingsyouseeinlouisiana #SwampPeople @Pecan Island, Louisiana https://www.instagram.com/p/BKoiXm8BPqu/",2016-09-21 21:40:10+00:00,0,1,,#thingsyouseeinlouisiana #SwampPeople,,dbrpro,"dbrpro Flood season #thingsyouseeinlouisiana #SwampPeople @Pecan Island, Louisiana https://www.instagram.com/p/BKoiXm8BPqu/",1,IA
643,iembot_arx,"At 2:55 PM, 2 S Chili [Clark Co, WI] EMERGENCY MNGR reports FLASH FLOOD #ARX http://mesonet.agron.iastate.edu/lsr/#ARX/201609211955/201609211955",2016-09-21 20:18:18+00:00,0,0,,#ARX,,iembot arx,"iembot arx At 2:55 PM, 2 S Chili [Clark Co, WI] EMERGENCY MNGR reports FLASH FLOOD #ARX http://mesonet.agron.iastate.edu/lsr/#ARX/201609211955/201609211955",1,IA
644,iembot_arx,"At 2:55 PM, Christie [Clark Co, WI] EMERGENCY MNGR reports FLASH FLOOD #ARX http://mesonet.agron.iastate.edu/lsr/#ARX/201609211955/201609211955",2016-09-21 20:18:18+00:00,0,0,,#ARX,,iembot arx,"iembot arx At 2:55 PM, Christie [Clark Co, WI] EMERGENCY MNGR reports FLASH FLOOD #ARX http://mesonet.agron.iastate.edu/lsr/#ARX/201609211955/201609211955",1,IA
645,thepellys,"#floods @Chesapeake, Virginia https://www.instagram.com/p/BKoWTe8BxTL/",2016-09-21 19:54:44+00:00,0,0,,#floods,,thepellys,"thepellys #floods @Chesapeake, Virginia https://www.instagram.com/p/BKoWTe8BxTL/",1,IA
646,DoctorQJW,Jeff Pittman is fixing this trailblazer & we will donate it to a Baton Rouge flood victim… https://www.instagram.com/p/BKoThYQAJd0/,2016-09-21 19:30:25+00:00,0,0,,,,DoctorQJW,DoctorQJW Jeff Pittman is fixing this trailblazer & we will donate it to a Baton Rouge flood victim… https://www.instagram.com/p/BKoThYQAJd0/,1,IA
647,DoctorQJW,Jeff Pittman is fixing a vehicle & we are discussing mating it to a flood victim in Baton Rouge… https://www.instagram.com/p/BKoQLFNA723/,2016-09-21 19:01:09+00:00,0,0,,,,DoctorQJW,DoctorQJW Jeff Pittman is fixing a vehicle & we are discussing mating it to a flood victim in Baton Rouge… https://www.instagram.com/p/BKoQLFNA723/,1,IA
648,iembot_mhx,"At 2:00 PM, Washington [Beaufort Co, NC] EMERGENCY MNGR reports FLOOD #MHX http://mesonet.agron.iastate.edu/lsr/#MHX/201609211800/201609211800",2016-09-21 18:39:23+00:00,0,0,,#MHX,,iembot mhx,"iembot mhx At 2:00 PM, Washington [Beaufort Co, NC] EMERGENCY MNGR reports FLOOD #MHX http://mesonet.agron.iastate.edu/lsr/#MHX/201609211800/201609211800",1,IA
649,ButchsDryDock,"Wine Crush Wednesday: Chapter 24 Vineyards 2012 Pinot Noir, Fire+Flood ""The Flood"" With a… https://www.instagram.com/p/BKoNKXoDpw0/",2016-09-21 18:34:51+00:00,0,2,,,,ButchsDryDock,"ButchsDryDock Wine Crush Wednesday: Chapter 24 Vineyards 2012 Pinot Noir, Fire+Flood ""The Flood"" With a… https://www.instagram.com/p/BKoNKXoDpw0/",1,IA
650,educaciondecr,"Flood - Iowa, United States: FLOOD (WARNING) http://dlvr.it/MJg4vR",2016-09-21 18:27:13+00:00,0,0,,,,educaciondecr,"educaciondecr Flood - Iowa, United States: FLOOD (WARNING) http://dlvr.it/MJg4vR",1,IA
651,iembot_arx,"At 10:50 AM, 4 NW Bangor [La Crosse Co, WI] DEPT OF HIGHWAYS reports FLASH FLOOD #ARX http://mesonet.agron.iastate.edu/lsr/#ARX/201609211550/201609211550",2016-09-21 15:51:52+00:00,0,0,,#ARX,,iembot arx,"iembot arx At 10:50 AM, 4 NW Bangor [La Crosse Co, WI] DEPT OF HIGHWAYS reports FLASH FLOOD #ARX http://mesonet.agron.iastate.edu/lsr/#ARX/201609211550/201609211550",1,IA
652,therealgowanus,In 58 minutes I have a high tide. I'll be 39 inches above my average level. Watch the run of the flood-tide!,2016-09-21 15:18:50+00:00,0,0,,,,therealgowanus,therealgowanus In 58 minutes I have a high tide. I'll be 39 inches above my average level. Watch the run of the flood-tide!,1,IA
653,iembot_arx,"At 9:38 AM, Ettrick [Trempealeau Co, WI] LAW ENFORCEMENT reports FLASH FLOOD #ARX http://mesonet.agron.iastate.edu/lsr/#ARX/201609211438/201609211438",2016-09-21 14:55:43+00:00,0,0,,#ARX,,iembot arx,"iembot arx At 9:38 AM, Ettrick [Trempealeau Co, WI] LAW ENFORCEMENT reports FLASH FLOOD #ARX http://mesonet.agron.iastate.edu/lsr/#ARX/201609211438/201609211438",1,IA
654,openmikesdotorg,new: Flood Gallery Fine Art Center (Sunday) http://openmikes.org/listings/floodgalleryfineartcenter #Swannanoa_NC,2016-09-21 14:45:04+00:00,0,0,,#Swannanoa_NC,,openmikesdotorg,openmikesdotorg new: Flood Gallery Fine Art Center (Sunday) http://openmikes.org/listings/floodgalleryfineartcenter #Swannanoa_NC,1,IA
655,iembot_arx,"At 9:30 AM, 5 NNW Bangor [La Crosse Co, WI] LAW ENFORCEMENT reports FLASH FLOOD #ARX http://mesonet.agron.iastate.edu/lsr/#ARX/201609211430/201609211430",2016-09-21 14:44:14+00:00,0,0,,#ARX,,iembot arx,"iembot arx At 9:30 AM, 5 NNW Bangor [La Crosse Co, WI] LAW ENFORCEMENT reports FLASH FLOOD #ARX http://mesonet.agron.iastate.edu/lsr/#ARX/201609211430/201609211430",1,IA
656,iembot_arx,"At 9:38 AM, Sparta [Monroe Co, WI] LAW ENFORCEMENT reports FLASH FLOOD #ARX http://mesonet.agron.iastate.edu/lsr/#ARX/201609211438/201609211438",2016-09-21 14:40:38+00:00,0,0,,#ARX,,iembot arx,"iembot arx At 9:38 AM, Sparta [Monroe Co, WI] LAW ENFORCEMENT reports FLASH FLOOD #ARX http://mesonet.agron.iastate.edu/lsr/#ARX/201609211438/201609211438",1,IA
657,iembot_arx,"At 7:30 AM, NEW Albin [Allamakee Co, IA] LAW ENFORCEMENT reports FLASH FLOOD #ARX http://mesonet.agron.iastate.edu/lsr/#ARX/201609211230/201609211230",2016-09-21 13:57:14+00:00,0,0,,#ARX,,iembot arx,"iembot arx At 7:30 AM, NEW Albin [Allamakee Co, IA] LAW ENFORCEMENT reports FLASH FLOOD #ARX http://mesonet.agron.iastate.edu/lsr/#ARX/201609211230/201609211230",1,IA
658,DTGM4,Serious flooding in VB. If it floods like this with just a rain storm I am not sure what the… https://www.instagram.com/p/BKnoMTIhPTH/,2016-09-21 13:11:48+00:00,0,0,,,,DTGM4,DTGM4 Serious flooding in VB. If it floods like this with just a rain storm I am not sure what the… https://www.instagram.com/p/BKnoMTIhPTH/,1,IA
659,dj2ndnature,"7 years ago this morning, treisi04 and I experienced a flood. If you feel so inclined, take a… https://www.instagram.com/p/BKnjjEUAnQb/",2016-09-21 12:31:12+00:00,1,0,,,,dj2ndnature,"dj2ndnature 7 years ago this morning, treisi04 and I experienced a flood. If you feel so inclined, take a… https://www.instagram.com/p/BKnjjEUAnQb/",1,IA
660,iembot_arx,"At 7:10 AM, DE Soto [Crawford Co, WI] CO-OP OBSERVER reports FLASH FLOOD #ARX http://mesonet.agron.iastate.edu/lsr/#ARX/201609211210/201609211210",2016-09-21 12:16:01+00:00,1,0,,#ARX,,iembot arx,"iembot arx At 7:10 AM, DE Soto [Crawford Co, WI] CO-OP OBSERVER reports FLASH FLOOD #ARX http://mesonet.agron.iastate.edu/lsr/#ARX/201609211210/201609211210",1,IA
661,iembot_car,"At 6:45 PM, 5 NE Ashland [Aroostook Co, ME] DEPT OF HIGHWAYS reports FLASH FLOOD #CAR http://mesonet.agron.iastate.edu/lsr/#CAR/201609192245/201609192245",2016-09-21 12:10:39+00:00,0,0,,#CAR,,iembot car,"iembot car At 6:45 PM, 5 NE Ashland [Aroostook Co, ME] DEPT OF HIGHWAYS reports FLASH FLOOD #CAR http://mesonet.agron.iastate.edu/lsr/#CAR/201609192245/201609192245",1,IA
662,iembot_arx,"At 7:04 AM, 3 ENE Pickwick [Winona Co, MN] LAW ENFORCEMENT reports FLASH FLOOD #ARX http://mesonet.agron.iastate.edu/lsr/#ARX/201609211204/201609211204",2016-09-21 12:06:10+00:00,0,0,,#ARX,,iembot arx,"iembot arx At 7:04 AM, 3 ENE Pickwick [Winona Co, MN] LAW ENFORCEMENT reports FLASH FLOOD #ARX http://mesonet.agron.iastate.edu/lsr/#ARX/201609211204/201609211204",1,IA
663,iembot_arx,"At 5:25 AM, 5 ENE Pickwick [Winona Co, MN] LAW ENFORCEMENT reports FLASH FLOOD #ARX http://mesonet.agron.iastate.edu/lsr/#ARX/201609211025/201609211025",2016-09-21 10:36:10+00:00,0,0,,#ARX,,iembot arx,"iembot arx At 5:25 AM, 5 ENE Pickwick [Winona Co, MN] LAW ENFORCEMENT reports FLASH FLOOD #ARX http://mesonet.agron.iastate.edu/lsr/#ARX/201609211025/201609211025",1,IA
664,bsbpyt,little did you know. #kentuckyyoupaidforthis #kenhamisanidiot #flood #dinosaurs… https://www.instagram.com/p/BKmyZE8DwfM/,2016-09-21 05:21:40+00:00,0,0,,#kentuckyyoupaidforthis #kenhamisanidiot #flood #dinosaurs,,bsbpyt,bsbpyt little did you know. #kentuckyyoupaidforthis #kenhamisanidiot #flood #dinosaurs… https://www.instagram.com/p/BKmyZE8DwfM/,1,IA
665,NWSTwinCities, Move to higher ground! Flash Flood Warning including Owatonna MN and Waseca MN until 3:00 AM CDT ,2016-09-21 04:59:29+00:00,1,1,,,,NWSTwinCities,NWSTwinCities  Move to higher ground! Flash Flood Warning including Owatonna MN and Waseca MN until 3:00 AM CDT ,1,IA
666,bsbpyt,let's be friends. #thankgodiamanatheist #dinosaurspaceship #ark #flood #kenhamisanidiot… https://www.instagram.com/p/BKmuHF7DF4k/,2016-09-21 04:44:16+00:00,0,0,,#thankgodiamanatheist #dinosaurspaceship #ark #flood #kenhamisanidiot,,bsbpyt,bsbpyt let's be friends. #thankgodiamanatheist #dinosaurspaceship #ark #flood #kenhamisanidiot… https://www.instagram.com/p/BKmuHF7DF4k/,1,IA
667,bsbpyt,for realz yo. #thankgodiamanatheist #noahsark #ark #flood #kenhamisanidiot #kentucky… https://www.instagram.com/p/BKmsMB1j4HS/,2016-09-21 04:27:28+00:00,0,0,,#thankgodiamanatheist #noahsark #ark #flood #kenhamisanidiot #kentucky,,bsbpyt,bsbpyt for realz yo. #thankgodiamanatheist #noahsark #ark #flood #kenhamisanidiot #kentucky… https://www.instagram.com/p/BKmsMB1j4HS/,1,IA
668,selfishbwidow,Da Flood begins now oh u don't know how ge'nial my birthday was but… https://www.instagram.com/p/BKmh9YUD0EyN5lNUusuzLItayEETOj88o9hy1E0/,2016-09-21 02:58:05+00:00,0,0,,,,selfishbwidow,selfishbwidow Da Flood begins now oh u don't know how ge'nial my birthday was but… https://www.instagram.com/p/BKmh9YUD0EyN5lNUusuzLItayEETOj88o9hy1E0/,1,IA
669,masyukun,"@Marriott Fairfield Inn &amp; Suites Dulles airport in Sterling, VA just lost power. Even the flood lights outside are dark. – at Fairfield Inn &amp; Suites",2016-09-21 02:55:51+00:00,0,0,@Marriott,,,masyukun,"masyukun @Marriott Fairfield Inn &amp; Suites Dulles airport in Sterling, VA just lost power. Even the flood lights outside are dark. – at Fairfield Inn &amp; Suites",1,IA
